min_t,max_t,min_f,max_f,label,min_y,min_x,max_y,max_x,shp_001,shp_002,shp_003,shp_004,shp_005,shp_006,shp_007,shp_008,shp_009,shp_010,shp_011,shp_012,shp_013,shp_014,shp_015,shp_016,shp_017,shp_018,shp_019,shp_020,shp_021,shp_022,shp_023,shp_024,shp_025,shp_026,shp_027,shp_028,shp_029,shp_030,shp_031,shp_032,shp_033,shp_034,shp_035,shp_036,shp_037,shp_038,shp_039,shp_040,shp_041,shp_042,shp_043,shp_044,shp_045,shp_046,shp_047,shp_048,shp_049,shp_050,shp_051,shp_052,shp_053,shp_054,shp_055,shp_056,shp_057,shp_058,shp_059,shp_060,shp_061,shp_062,shp_063,shp_064,shp_065,shp_066,shp_067,shp_068,shp_069,shp_070,shp_071,shp_072,shp_073,shp_074,shp_075,shp_076,shp_077,shp_078,shp_079,shp_080,shp_081,shp_082,shp_083,shp_084,shp_085,shp_086,shp_087,shp_088,shp_089,shp_090,shp_091,shp_092,shp_093,shp_094,shp_095,shp_096,fname
0.010666666666666666,3.0,2500.0,5500.0,0,53,0,117,140,0.11626707704844495,0.13815128658943157,0.10954514668911382,0.14028078684040182,0.08824572503082517,0.1039425357491817,0.07506391274941521,0.09679360098375776,0.07463604966027433,0.08072802615407607,0.07896016265306159,0.09806594345270266,0.08987750435425117,0.10536505363356159,0.10535672915025113,0.13862858722293653,0.047959987377191704,0.05190394115835508,0.043097677517889996,0.05328377925171258,0.04126943668792395,0.044073676758657754,0.03915435177895643,0.04683177870902628,0.04727521007884751,0.048415525485290954,0.04495969093176818,0.04980042648301949,0.041397486045639,0.044485987226459835,0.04629080478138793,0.05436441481413683,0.023421535517758458,0.026628803804047432,0.021896469167587015,0.025504812028984417,0.023691509647897322,0.02165229991418751,0.02904067047057748,0.028048016665362004,0.033337917931478916,0.03000052754868089,0.027822072737601275,0.027658566252911188,0.023812212766284938,0.022483969821297054,0.022880311598475547,0.02598305477022633,0.011256577375772903,0.01199360485435252,0.013130887982923209,0.014309561208646442,0.021014659185638832,0.017263360800175553,0.0349833206306791,0.025920914551535064,0.04631956727692342,0.029914891394091897,0.03562762545966596,0.025738875575522225,0.02259362165809178,0.018063640834070215,0.015184005712351026,0.01496036610629352,0.007307123984225241,0.007588751039177525,0.015323426960797897,0.014981576544763595,0.031262828037840557,0.024856194085412554,0.055413803050867516,0.04137591795862479,0.09209867518384295,0.062228699523823,0.05638332086941728,0.04177110358165852,0.03238725489014066,0.02552414675532943,0.015153656508823811,0.014160923289171895,0.0043773153894478296,0.004253840577829837,0.02286505206749839,0.021441996470966274,0.048089274235870436,0.03765496664591732,0.08546881074075752,0.06935085310547363,0.1530520847029347,0.10473452425479948,0.08631278580724182,0.0705243631444393,0.04866927718069898,0.03807673596527242,0.02281877352108554,0.02100122008142647,soundscape_ALFE0.wav
3.0,6.0,2500.0,5500.0,0,53,140,117,281,0.11454217275592496,0.13517160913369114,0.10655120370315196,0.1387069861102949,0.08623066365305065,0.1039572353449081,0.07592340925829699,0.09474843532630942,0.07376300619901183,0.07977548303149269,0.08022116736151927,0.09626028035161159,0.08877120883729897,0.1053922165744067,0.10334264330020532,0.1366190498896712,0.049927846308535646,0.05532392881393275,0.043721550739810267,0.05375359298221647,0.0412588361843234,0.0441120237630765,0.04204179358379466,0.04893275554523954,0.042767994293575466,0.04520234968377032,0.04266810536078314,0.049359305400530504,0.04211941052130731,0.04384394489214841,0.04499757985228617,0.05398868453233085,0.020285211683928526,0.023636334022529425,0.019624087874350073,0.02544448404403397,0.024667217516971547,0.021909555894642056,0.02935393752489246,0.02878352861069315,0.027087677733120933,0.02485469475830934,0.02734570285934057,0.027275869131198466,0.025397936831124936,0.02396251462744048,0.023495910903923767,0.025945676193538377,0.00802929932865753,0.007341786027151679,0.01187707862892282,0.012830521166862938,0.020881946301533304,0.018334790888684914,0.03226460480813369,0.02438935738565236,0.04455400945013422,0.028828612664035712,0.03319044386684074,0.02524071109647474,0.021501675719444877,0.018103460905202467,0.01165451986118626,0.012836841430618159,0.005780038892721933,0.006664156826615789,0.014919363678516132,0.013730976933330438,0.031100370676951525,0.024184662424078764,0.054276518605428245,0.03978553646072962,0.0878177084292133,0.058840223461763805,0.05427841673397945,0.039876967820409566,0.030601023459436296,0.023944945789664395,0.014217613313618887,0.013430287985846077,0.0059416188016085045,0.0036044119167080954,0.020776504085842307,0.019926394956441586,0.0473588260097073,0.03698741207483858,0.08538483806087512,0.06988345755787,0.15291765086128195,0.1075951666898065,0.08374411445862895,0.06858216650858792,0.04665168641420327,0.036884246551931774,0.022349725769510234,0.02081786020052594,soundscape_ALFE0.wav
6.0,9.0,2500.0,5500.0,0,53,281,117,421,0.1150563074478023,0.1382006336517317,0.10627014692185131,0.14011434010470292,0.09136490163632682,0.10745793741314645,0.0753673225713561,0.09763587971089885,0.07402688381052924,0.08030440893173281,0.07657995898086488,0.09812143605452286,0.08952381418842831,0.10630516188936381,0.10735416206124405,0.14101362847902066,0.0474577150889928,0.052905581759462555,0.04713623077269322,0.055359562855274796,0.044782562823131075,0.04669413525172204,0.04076459677688386,0.04684167572552959,0.04452193631068764,0.046543732895347016,0.04292511054603568,0.048017417384982365,0.04287973988751352,0.04492085680410004,0.046337825677428786,0.05464183010023084,0.024067624513949837,0.02520370241266285,0.022204427114282478,0.024635739058895045,0.025050395470372255,0.0242423863744326,0.025279627968725543,0.02648290943273792,0.030224371238133454,0.02553000697475072,0.02636172904524861,0.02731732464031798,0.022638673827146478,0.021488840761518063,0.01955962425985315,0.02417868276148653,0.010999861547908139,0.01156225977494203,0.01193116856666851,0.013519809159469116,0.019745984976880643,0.01695790072672678,0.034227670584566584,0.02508992721679631,0.04661421464951589,0.029074904460061557,0.0338758119908717,0.02539566684869814,0.020458015971265953,0.01692504607137481,0.012321428905258391,0.013639816022841375,0.007556751830754162,0.007933775076044893,0.01472694668330371,0.01372360256670069,0.031783951535136475,0.024771346481620677,0.05669631829231035,0.04210817845706983,0.09284578568831603,0.06218377348427427,0.05595832783646398,0.041456723321462614,0.032522434549420456,0.02522165791876186,0.01587570190773337,0.014566225520111276,0.0040536572856966265,0.0038889692457921054,0.022803126931591686,0.02165863039668718,0.04828970262646637,0.03812462664983517,0.08595715556705359,0.06970221018743085,0.15517168691554648,0.1067741587603753,0.08782107944441186,0.0710686516956443,0.04989142796571934,0.03901008913969715,0.023243868895659207,0.021975400908747562,soundscape_ALFE0.wav
9.0,12.0,2500.0,5500.0,1.0,53,421,117,562,0.11685264859311577,0.13886460027172956,0.10736511526073896,0.1394566051580766,0.08932328066997432,0.10565441814107517,0.07755649173247152,0.0984557627224187,0.07310134539998366,0.08070638538759359,0.08126458616600347,0.0997614953121071,0.09410890342499431,0.10904072476878178,0.11194724537224002,0.14151399346601656,0.05433913773744416,0.05949104487533442,0.04877227370111525,0.05909258372290916,0.043430726337415584,0.04453439679736951,0.04153943711562933,0.04867619350656339,0.044187133899649865,0.04414129506769302,0.04586667200119566,0.04976724816901125,0.04823898040538438,0.050759337463122556,0.05113906800200577,0.05891689689568056,0.026574018322098686,0.028059360769195227,0.02455012242936623,0.028079501544991944,0.025193608218986748,0.025252596634661333,0.028926036317178508,0.028949362987304477,0.03799882782747101,0.033413303098532576,0.032459201638716455,0.031196924066235837,0.026614655302712783,0.025581992227928278,0.027645159139263166,0.02906577120528352,0.01630026758970899,0.01677909317412212,0.015185836446278963,0.016785949297562684,0.021849245216712814,0.018238943721023013,0.032655558783356464,0.02600655136487803,0.045469294109445155,0.031854269393829425,0.03476428880906504,0.026892626058174277,0.02317592347268242,0.01948230015098229,0.01870380969122109,0.018527107890603727,0.008790545131140422,0.009585473393177588,0.015057480096427689,0.014489418399708808,0.03206204020341004,0.02514273922363917,0.05690001019838005,0.04123951691637827,0.0874045176326385,0.05751271847650313,0.05784990507726866,0.04193378550563006,0.03341390058143508,0.026219940856780644,0.01614500851054375,0.01501747497788553,0.003804871490980382,0.0032862107959352213,0.02187692096525682,0.02056863679079618,0.0478377622545045,0.03787317908285024,0.08725674564646317,0.0719001659147895,0.16125685553751398,0.10815282411978891,0.09047812203578016,0.07443000757581893,0.05008935092431291,0.0394557188202845,0.02453268307243093,0.022629736151991757,soundscape_ALFE0.wav
12.0,15.0,2500.0,5500.0,1.0,53,562,117,703,0.12212511643734371,0.14198058628047305,0.1130088079912098,0.1453589446798377,0.09023115071071296,0.10943931026241396,0.07925754008383908,0.10081833189844569,0.07669610645754074,0.08342218061188268,0.08356071587400887,0.10239372630233953,0.09432809715895799,0.110728213870398,0.11780385533129417,0.146716444633489,0.05789398766882798,0.06354449039905924,0.053062246724684736,0.06436773586354709,0.04592151474731693,0.04780243070873095,0.043057999052057476,0.05030840740423153,0.04882711406002664,0.047495845104916154,0.05007916378181589,0.05226441092077831,0.055565566709524374,0.0541009108155038,0.058684065977144484,0.0666550048156612,0.03855681778571466,0.03581664308361142,0.033473034260123755,0.03525290173505674,0.02690043365656585,0.02724872667830074,0.032492512941405864,0.03208270434381812,0.04522839150594634,0.036057291958639645,0.04275955231300203,0.03710684714260531,0.03640457059970172,0.03343072155521124,0.03548272062353242,0.03594634747014846,0.024426241809233088,0.02504345761523016,0.022693367629109427,0.022972677645485776,0.026442324335290993,0.02148354815454373,0.033435146781072025,0.032102881252623366,0.060998721357114705,0.05076106672868265,0.03441447011050512,0.032716301162392075,0.029802134305342228,0.026250480844899175,0.022078688040149435,0.022717306639364037,0.01029182702323078,0.015326141707371791,0.015302153905250767,0.017212360820746918,0.03242678192164081,0.027156507618865754,0.05521258045486844,0.03914216068732377,0.07860059679307393,0.051382295868327384,0.05717969074493708,0.04021843161017596,0.03480935503456501,0.027722247359073415,0.016562062115112595,0.017958093165470233,0.001811750440360218,0.0018620287500007882,0.022759902333273532,0.021839223964674286,0.04773112659012866,0.037686437917657634,0.08610076865531627,0.07147107163021296,0.16177652478849708,0.09876384465034804,0.09523461096822763,0.077236309263603,0.050871103146008866,0.040624654626626996,0.023263860403753032,0.021944098071843762,soundscape_ALFE0.wav
15.0,18.0,2500.0,5500.0,1.0,53,703,117,843,0.12078859705280273,0.1409891060325785,0.10655715967331118,0.1410123424691879,0.08946660880842328,0.10664874671149788,0.08055220371008999,0.10057235887184861,0.07799693670140001,0.08316285167902199,0.08332111208720228,0.10117477754272604,0.09486539435671881,0.11039783755340798,0.11682796944941726,0.1444178962100738,0.060149037103691065,0.06383957322479611,0.05522575625658701,0.06606292898137626,0.04937535648530744,0.05133965737943719,0.04641301938443563,0.0538800022722836,0.0460459428585113,0.046029279236000586,0.04971672166499504,0.05466600129273148,0.05780107280665039,0.055096023114485616,0.06529531321944666,0.06985215706247687,0.038672461181909194,0.03813527228354305,0.030559626899338985,0.036204279237523423,0.02718026001728563,0.02738355187228768,0.03473234364225094,0.03392227249105729,0.04612619472224878,0.03387486355351216,0.04083534394206451,0.03611639011020186,0.04347448064992993,0.03749855646484825,0.04275498895070255,0.041383314639110186,0.023165665735240232,0.028105990682102323,0.019355478964740637,0.025315311370807454,0.02318043108902118,0.02090297322278232,0.03593061949699158,0.03403722870728019,0.06986391918306606,0.054330714293253875,0.037957202710325794,0.03461279470352536,0.029504887282236814,0.026975543453626828,0.024019428772665663,0.02683456095080109,0.008820155029403661,0.01229661906677045,0.01605952539496922,0.01637036112675684,0.03465887305540153,0.02696854382333569,0.05598988088812579,0.04037123130453896,0.08169914587734188,0.05561695142881904,0.055813108884493964,0.040409212542276925,0.034254358132216674,0.027138653367757518,0.016948248572133173,0.01703198281630546,0.002749631858705836,0.00200681249487684,0.024634395634951286,0.023036398322731685,0.05272151989440395,0.041393440985532166,0.09408340162412619,0.07495951117698621,0.15804485237699262,0.09129464654417307,0.09152223035841832,0.07315649228805629,0.05127264173764553,0.04045658508402059,0.024451105920650498,0.022941011243154733,soundscape_ALFE0.wav
18.0,21.0,2500.0,5500.0,0,53,843,117,984,0.11794225881913116,0.14036915892698537,0.1118848442543742,0.1412795109637584,0.09240322595078322,0.10841628349920741,0.0766692970084202,0.09740922252726397,0.07445694595854728,0.08126414564185487,0.080419113908205,0.09923886007104397,0.09393819918267006,0.10933565817201849,0.10723115767835592,0.13995110979698136,0.055288604683049976,0.06267074324295249,0.05701141042565411,0.06794470994371003,0.04727595107858774,0.05016871458908063,0.04568322581654837,0.05224529523566879,0.04643344759425545,0.04679921661733498,0.045942507011605786,0.052048263458396256,0.04974531065575753,0.053052365925368127,0.05674975639242928,0.06711000220426286,0.02645238092865261,0.029502835672737964,0.026737707359597265,0.030976149213136128,0.027389946166032596,0.025856002329153815,0.031551618594635816,0.0309232200272666,0.034156769730341284,0.03007223269586804,0.030605184922967467,0.03031458964799715,0.02863828317649227,0.02697447955175301,0.027450223234651957,0.03100743089546844,0.015861052608463728,0.01736257114257447,0.01833223013042927,0.019643075180489307,0.02234825470160415,0.019372983803245244,0.03425376963596246,0.02721321691434568,0.04889252763883956,0.035330084923311356,0.03484623255948788,0.02748936603034496,0.023032402642733988,0.02022216635480336,0.01793517578049043,0.019104309032324643,0.006378604232844606,0.007453388781269724,0.015553591818071325,0.014816654697578893,0.033277312479883504,0.025628452754768577,0.05592279313873834,0.04039629102996411,0.08522426749428608,0.05465369321137305,0.054804205004918095,0.04092209843471525,0.029982819205340606,0.024326177142341716,0.01406337867832263,0.013932239231682297,0.006635989894057351,0.005022994706329576,0.023051770962859833,0.021470791174010465,0.05022236166077114,0.03969486001251429,0.09210409929745347,0.07367096110551657,0.15363152374078617,0.10213879711564229,0.08109840896673094,0.06623630367528544,0.04624322425520237,0.03613511983760286,0.022026281626865377,0.020670438089699154,soundscape_ALFE0.wav
21.0,24.0,2500.0,5500.0,0,53,984,117,1124,0.1156125460891498,0.13853579299055682,0.10701272706503295,0.13867445941042159,0.08994632970116836,0.10589561121236915,0.07896632513334555,0.09817058430082273,0.07472109629816359,0.08189720076437919,0.07758371625363293,0.09810346081714635,0.09021252424029878,0.10592051162044831,0.10503823201904591,0.13783289983266256,0.05164954853093623,0.05960182874679298,0.04693437608445336,0.060947422646610905,0.04568946029576952,0.04950984057040527,0.04259188829338228,0.05002994824557614,0.04006903464997878,0.04364036554508115,0.04194506711597248,0.049756990149239025,0.042721558275738605,0.048073808271045064,0.04896171687042548,0.06230395945173674,0.023500262584569744,0.02425719910842987,0.02315153902599168,0.02547411449582362,0.025488860894939545,0.02311581459241514,0.026579309823905935,0.026920224391347104,0.028659852183393196,0.02450862681586566,0.02763051348357065,0.027440354437436577,0.023839240701755377,0.022803118998176566,0.02260446792260618,0.025141889017835296,0.013591583560956886,0.016185313903366094,0.014558823691898018,0.01602870192217713,0.023695830699775548,0.02014247136939837,0.03436424450800587,0.026391951106551213,0.04502931898082117,0.030660068818746434,0.03345350029795353,0.025873983463428077,0.019892235106423985,0.016876914328485607,0.0133897785300627,0.015750603551105916,0.005989050441816592,0.006346236295760071,0.014674913618094611,0.014188495681925865,0.03151447685306045,0.02524527939142247,0.056243107726844745,0.04186064813135814,0.0910584275940951,0.06223935554576339,0.05543020959240441,0.041190158508014656,0.031184269417937692,0.02429643415759953,0.01452184944429251,0.01422199276807452,0.006275771187796796,0.0048575811240967205,0.022146397841299306,0.020941597722335635,0.046786709512257864,0.03688922668325032,0.08525184212212933,0.07038549915077319,0.1568481589312077,0.11112764522992272,0.08391378515001549,0.07071882757915007,0.04700102530497869,0.03681742400017925,0.021994255608316155,0.020656161311497574,soundscape_ALFE0.wav
24.0,27.0,2500.0,5500.0,0,53,1124,117,1265,0.11616279665047867,0.1364537398585679,0.10995335092653898,0.13854953734786793,0.09326640115200831,0.10796271346904655,0.07897971476468194,0.09955871240623596,0.07475601075388358,0.08154492713819479,0.08068063988795547,0.10037120519086672,0.09020960817934445,0.10495773601638113,0.10515419331698513,0.137272818613513,0.06015774688721829,0.06735431653455795,0.051575602163044874,0.06469372992218576,0.04367164588465079,0.0501754438569874,0.04286883370872625,0.050398204000594325,0.04287651082971571,0.04429075841469094,0.04200025632307636,0.04981306891150458,0.04529659238444528,0.05163807252278296,0.05271100271758595,0.06500644354015608,0.023256161899137606,0.024675389050242077,0.024125924371786272,0.027557089844121592,0.024563587991751467,0.02302397397263283,0.0258970395235428,0.026161920731286537,0.03260081455654616,0.027646860300263025,0.027624755228640586,0.027065425896795323,0.025180291170195313,0.023478163506176996,0.022090279351069598,0.026878696537397755,0.016782814411003776,0.016261880540055545,0.015686498119464425,0.017069717146282127,0.02155709585967654,0.019646722576629357,0.0359855665511587,0.026374054325287256,0.04866075912691135,0.03164784643440762,0.03688476331555493,0.02726317519668435,0.02283326733164141,0.019807182875867916,0.015067510387878093,0.016351554265049386,0.01214313422935136,0.012274056101232184,0.016514126244907865,0.015305306661738525,0.031694318042168795,0.02501122742691765,0.05655810216076402,0.04239969117800663,0.09574270105991708,0.06361845479690612,0.0566938092350781,0.04239540615668661,0.0315858260697446,0.0250873376480778,0.01495965163362705,0.014597126617405953,0.005988743245152056,0.00666545433381922,0.022702488824608087,0.02135299849736733,0.04700321167337475,0.036848459178875886,0.08380749764183065,0.06982971080246925,0.15707894192451777,0.10946643209802485,0.08527179771375538,0.07059245088941117,0.04733402892679682,0.03725569756566991,0.022344045029258987,0.02098751225660224,soundscape_ALFE0.wav
27.0,30.0,2500.0,5500.0,0,53,1265,117,1406,0.11636692643277817,0.1380937292843691,0.10977329691803671,0.14248985749308246,0.09186728294780427,0.10755700391393484,0.08254921752623415,0.09956085902730827,0.07644105688629146,0.08302199949566266,0.07932456711851579,0.09844167294565376,0.08951310085241354,0.1054323381755419,0.10648249280307871,0.1414841948291236,0.05771703103395193,0.06555531722579747,0.055825720528558,0.06831814087752629,0.047027836632613125,0.05384503732002218,0.04329252126437787,0.05321661683425283,0.045817730120324376,0.047301989173422494,0.04408915008582613,0.05425234576392148,0.04867994501137714,0.05345645086524313,0.05501697574692096,0.06792196940064606,0.025473851527882604,0.02690715542346674,0.024632003596880562,0.028360416973144707,0.024375543020796184,0.023948093546673297,0.025277965803024587,0.02722023084119122,0.029454139546497286,0.02521185326526517,0.027226028197777218,0.027409494561942967,0.025499226272605813,0.02575945028688967,0.02684700102862012,0.029125568356730355,0.015964766941491397,0.01956016990327645,0.016975952914930176,0.01819947042660317,0.020905687708791993,0.018635579367340716,0.031730795496558724,0.024292162682048486,0.04482225335895253,0.029129713880958356,0.033940485999389584,0.025429548507086553,0.021774068566963976,0.018871544274770467,0.017499825822383224,0.0185461019953144,0.006853437955021697,0.006993483842588472,0.015046173737686748,0.014734971746951663,0.03207191322049791,0.02468479781192227,0.05593019699777014,0.04101063806018814,0.0917024155503182,0.06085156813039365,0.055974161985280435,0.04125230868465433,0.031183731274968297,0.02452249949741179,0.014450041853261385,0.01396455082319451,0.0034679945680360976,0.00371306829980077,0.023017819204638017,0.021215015037728983,0.04878251448703934,0.038194128097546506,0.08659488018633447,0.07158472885233547,0.1575246027043151,0.11174866474510634,0.08429599970019767,0.06961378816858149,0.047852582938030686,0.037274441506512615,0.022869595692649538,0.021165019229280504,soundscape_ALFE0.wav
