min_t,max_t,min_f,max_f,label,min_y,min_x,max_y,max_x,shp_001,shp_002,shp_003,shp_004,shp_005,shp_006,shp_007,shp_008,shp_009,shp_010,shp_011,shp_012,shp_013,shp_014,shp_015,shp_016,shp_017,shp_018,shp_019,shp_020,shp_021,shp_022,shp_023,shp_024,shp_025,shp_026,shp_027,shp_028,shp_029,shp_030,shp_031,shp_032,shp_033,shp_034,shp_035,shp_036,shp_037,shp_038,shp_039,shp_040,shp_041,shp_042,shp_043,shp_044,shp_045,shp_046,shp_047,shp_048,fname
0.010666666666666666,3.0,2500.0,5500.0,0,53,0,117,140,0.12889432695682873,0.1517458891432091,0.10766800801015274,0.12616086007897576,0.08664451863714263,0.09664517624333403,0.09983648089928363,0.12076918326489386,0.056023982656704184,0.06221360121237595,0.05127001854080222,0.05355461497971665,0.04739160761725192,0.04926290772970193,0.04679659764285989,0.05078994858924859,0.025642644249877614,0.02557813721853267,0.028740163315769108,0.028270611455259345,0.034097454975805734,0.02737928553807479,0.026734745595185242,0.025303249084853298,0.014211719413059296,0.016406054626369,0.0292355362628758,0.022780180414994845,0.051120188856402925,0.021330399915352453,0.03131324191186453,0.024445540801718346,0.007037071352255426,0.00634328415706048,0.04824333868777041,0.03681021915775704,0.10011737775876628,0.03368806831001779,0.051019332536229506,0.0385737507341757,0.004817408628811584,0.004490980668313839,0.06862897176233153,0.05689361860583271,0.1867838686431815,0.08353200400281571,0.07413895251043522,0.06093894306243133,VEG19_20190808_160000.wav
3.0,6.0,2500.0,5500.0,0,53,140,117,281,0.13225634599116723,0.15761837934915787,0.09994414517581059,0.12070859497899045,0.08294827235887037,0.09130510456589011,0.1063217030688798,0.12200316111529076,0.05705922786345268,0.06294138326313245,0.05122664156288606,0.053052194155792286,0.05073556115805635,0.052221387030882645,0.049181907612275824,0.05387640003515085,0.025567076996859475,0.02832481059758767,0.029583671145213573,0.02823521960714968,0.03685633282837657,0.027963463268126827,0.02688489818208806,0.025275647054399705,0.011165845234513732,0.012303403434646483,0.02958749187594602,0.02331788436251029,0.05175266362312914,0.026055387226789087,0.032016580953016134,0.02495325402932973,0.0067309871383284085,0.007032877349547187,0.04834194226857423,0.03686504445201277,0.09980973375238036,0.03774055900000075,0.05199578144978981,0.03938313197434794,0.004228762148369988,0.0028101279580639562,0.07035425656921773,0.05803442816665943,0.18856123231080701,0.09313629636093171,0.0764171921234341,0.062753728129909,VEG19_20190808_160000.wav
6.0,9.0,2500.0,5500.0,0,53,281,117,421,0.1262207158803966,0.15006768811776536,0.10210798366035177,0.12192253785510719,0.08098616775039502,0.08912072495104174,0.10135533273873093,0.120595288424106,0.052226155603313396,0.06065028770670642,0.05137612814343717,0.05324381163905868,0.048766724885401784,0.04974391538822568,0.052125773682971416,0.05387315057274692,0.022753916473550354,0.02563263674239741,0.026459706086944066,0.02731873215398348,0.04654151430110718,0.03550253093707686,0.030521795865781857,0.02834034522614943,0.011008278669045076,0.011731334858271205,0.029503917098912213,0.022541437339594163,0.06188437318934007,0.042131644494578256,0.03318707985352246,0.025547705493637364,0.005397967470592367,0.006748439066717165,0.047114971691364825,0.035952226508364965,0.10358342917362537,0.05603241330733021,0.052061400735419455,0.039427277004360994,0.0034042323225914654,0.0017895899221549267,0.06858237976915911,0.05676752929188349,0.1898561637901224,0.10804656762790435,0.07704889123288051,0.06309739933849508,VEG19_20190808_160000.wav
9.0,12.0,2500.0,5500.0,0,53,421,117,562,0.12802047895598448,0.15174940471364562,0.10388081606181368,0.12331283609595993,0.0867814460326934,0.09351896571363225,0.1008296164941231,0.12189856569630293,0.05547363399077176,0.06437735715855078,0.052358647902091424,0.05473233060228433,0.05331695046238239,0.05157996336350019,0.05278327301698248,0.05464525782660831,0.022571423611792853,0.025130071421094347,0.02978102547721822,0.028164135805434424,0.05481017233298655,0.036752410573758276,0.03428088537592168,0.03054766158640746,0.011917764569713392,0.012599853503753568,0.031118737707818568,0.024879991514799363,0.07927243917520613,0.05589399195353015,0.03234380939408484,0.026394145684203275,0.005054789856699543,0.007017024509223802,0.04757611798937169,0.036397982725927196,0.11155440310147127,0.07574553933226977,0.04996330424185919,0.037959943633948924,0.003223540925536787,0.002362092344101463,0.06877004828657612,0.05710195577707281,0.19263670846664557,0.12631178749328922,0.07344437487360962,0.060457416354745996,VEG19_20190808_160000.wav
12.0,15.0,2500.0,5500.0,0,53,562,117,703,0.12876140139270895,0.1546935025056018,0.10254728146587887,0.12322201543333731,0.08851191060470585,0.09543398281069351,0.10273795330899894,0.12316201436148498,0.05579936985446577,0.06474713898547461,0.053897372981988836,0.05675446787330916,0.057491309246140605,0.05504179539327544,0.052609630482493945,0.05520693357897739,0.025952285451479148,0.028178252332748732,0.028953295798267886,0.028505459258475477,0.06528148353675761,0.044289993228502356,0.030745294104816565,0.0296807699198462,0.01499594954459793,0.01604367618804664,0.029630800844031947,0.024258037282494184,0.08456663258786644,0.06027056896665885,0.03176141357545653,0.02525436065589292,0.007901031191175883,0.007920803000060272,0.046709778345629886,0.035541954213168074,0.11293282418986303,0.07283606238973316,0.048024874156026194,0.03680847106493997,0.00480381851095395,0.00458164826983868,0.06911772737319061,0.056978061465245144,0.1939652087185069,0.13322304685737188,0.07111639161185622,0.05855432521955424,VEG19_20190808_160000.wav
15.0,18.0,2500.0,5500.0,0,53,703,117,843,0.13127213952125405,0.16039100693430206,0.10233127715433304,0.12004522581785239,0.0860152592380135,0.0917234777997194,0.10135308063601527,0.12148731533962277,0.05444205722950371,0.06316877905686423,0.051661353710493324,0.05481076165137612,0.0627120670198229,0.05993545309019698,0.05128501648761904,0.0544703587310516,0.02128921741145198,0.023486141498768917,0.032654997349677396,0.031224303579166973,0.06609013588738741,0.04742135901462539,0.031080310746317025,0.028507705572472935,0.015136269986232817,0.01600348354853712,0.030393723599578752,0.025511835979215837,0.0901230318720858,0.06590204694545289,0.03028414228575525,0.025279507044376228,0.0045711873787443935,0.0059123266716709175,0.04779612021932488,0.036243124365956225,0.11431569348836167,0.0782775162735488,0.048488151706633016,0.03678226790894614,0.0036034777183553664,0.003195193000704216,0.07037074889296546,0.05816320375460431,0.19389704602109561,0.1308609840712465,0.07178498704784818,0.05888047352677609,VEG19_20190808_160000.wav
18.0,21.0,2500.0,5500.0,0,53,843,117,984,0.13483034629431792,0.15976035305047573,0.09962413573256923,0.11949798815683357,0.08607408325463706,0.0910654765596725,0.10105616569401626,0.12197602416991102,0.05957819476535548,0.06795211938080867,0.05315414972160724,0.05683033848245237,0.06065552215378332,0.057057272492046396,0.05116853671691498,0.05578768452560414,0.031111268544252,0.029946022997256096,0.032064483809815296,0.030192933483564232,0.06842462726728249,0.05054126804089989,0.031926665799494935,0.03048013203362606,0.01722897813539654,0.01758678727519364,0.030757772116893203,0.025888508819456247,0.09342599917041107,0.06727849208401723,0.029698669771128155,0.025027911745166463,0.009165416104407863,0.010350716040325999,0.04679140983474541,0.035637569416638475,0.11361384404155515,0.07779792989082727,0.04734435160725205,0.0358182550212494,0.00735703697867677,0.006060746100664518,0.06950246053250998,0.057141006973021186,0.19109206173345802,0.1277390214228529,0.07086767528162242,0.058058293929586446,VEG19_20190808_160000.wav
21.0,24.0,2500.0,5500.0,0,53,984,117,1124,0.12903932793683617,0.1530884040993488,0.09994243251419595,0.11840882574485007,0.08850718798469027,0.0942890706147928,0.10044579077220529,0.11808701774119976,0.06109889011527826,0.07269995863116775,0.054074765549541486,0.057860439890360986,0.058043897231898636,0.05747353794704406,0.05510108074088264,0.05837650378156266,0.024842200242482442,0.027588616359748273,0.028446490703438427,0.028327664098343572,0.06264923157615016,0.041170797181207405,0.03234866180918953,0.03071162053932771,0.014691363965503931,0.015030639765895209,0.031026636433164972,0.024635876673271617,0.0897557356730787,0.05886907822989628,0.03273918972661237,0.026731836350249998,0.008730119091861407,0.007047334457980717,0.04770639522342706,0.036329126148670156,0.11314306519568428,0.07255469521698388,0.04953016712802584,0.03740942575868972,0.007675464376546161,0.007759792885291326,0.07088735745117225,0.05790467015076502,0.19316862376635216,0.12883888829799292,0.07331474337270083,0.05981232965447512,VEG19_20190808_160000.wav
24.0,27.0,2500.0,5500.0,0,53,1124,117,1265,0.13489105111301586,0.16062652566771596,0.10515876705343556,0.12330208416383982,0.08901674939123914,0.09376479661835842,0.10201346299102679,0.12115363517593081,0.06314007839287772,0.07274818575317399,0.055557843440616886,0.0610499326140105,0.062329842034762266,0.05778500520742803,0.05716087252410075,0.06319509271118909,0.026999345570034777,0.029680336448126923,0.03361470527328366,0.03184760972960736,0.06815728918058502,0.046305753760232465,0.03246037246335866,0.03075010137101315,0.015095596076605405,0.017368528047829804,0.03123667725795516,0.02762995391779137,0.09353647480872594,0.06301557899883184,0.03430589129279174,0.02850424422443242,0.006470475309573594,0.0054746240269071935,0.04471927673730089,0.03457624727206428,0.13038729563067095,0.08481582117042039,0.05076677546671358,0.03853488784090601,0.004551422988455152,0.003996226193709816,0.06542330128278277,0.05409676822671368,0.2026900971858879,0.14595068566746083,0.07558792560060928,0.06176599740809371,VEG19_20190808_160000.wav
27.0,30.0,2500.0,5500.0,0,53,1265,117,1406,0.1283861942543319,0.15383136029545197,0.10268537051591263,0.12152887698104613,0.08892207960213572,0.09495437623403255,0.10185118334536049,0.12350726167029717,0.06268332128115134,0.07338541758353422,0.05755547524117127,0.06372263804416356,0.06552589512985531,0.06001819275924828,0.05384136672858728,0.06140964259663455,0.026598540188483916,0.029822777526606028,0.033320418758683586,0.03276008757661183,0.07851734634097984,0.050783305748321815,0.03726765005596015,0.03432312710988154,0.01733934785775173,0.016915586829889404,0.03250546884608838,0.028672979583471467,0.10868663915426814,0.07563171939585248,0.03327167583717267,0.028073260612863513,0.010346098677277442,0.012639550381893903,0.044167617298401074,0.03417996450750973,0.14591302184651436,0.08974442412753755,0.04813706288566475,0.03691849130915349,0.004926412273671816,0.0045845602909335755,0.06565851012491158,0.054231951339394596,0.2105060251126062,0.1516651317512995,0.07242488157123579,0.058969174085041515,VEG19_20190808_160000.wav
