min_t,max_t,min_f,max_f,label,min_y,min_x,max_y,max_x,shp_001,shp_002,shp_003,shp_004,shp_005,shp_006,shp_007,shp_008,shp_009,shp_010,shp_011,shp_012,shp_013,shp_014,shp_015,shp_016,shp_017,shp_018,shp_019,shp_020,shp_021,shp_022,shp_023,shp_024,shp_025,shp_026,shp_027,shp_028,shp_029,shp_030,shp_031,shp_032,shp_033,shp_034,shp_035,shp_036,shp_037,shp_038,shp_039,shp_040,shp_041,shp_042,shp_043,shp_044,shp_045,shp_046,shp_047,shp_048,fname
0.010666666666666666,4.0,2500.0,5500.0,0,53,0,117,187,0.13025517823986912,0.1528577463986174,0.10622008576081181,0.12493871928259663,0.08535827382241241,0.09475943118450408,0.1032584032965288,0.12166246211431189,0.05586632875330482,0.062339491927580856,0.0513997458818515,0.054064346501178306,0.04830904420709272,0.050084841979093096,0.04924507353471286,0.053036924407227126,0.02513996872647601,0.025290334784011128,0.02964014360990026,0.0287382315454096,0.03393423167681183,0.026837108289818095,0.026503745470098285,0.025207800322269148,0.014677072389529987,0.01637165869856747,0.02933653955773951,0.022922148922936585,0.051224777187967876,0.02170279746999582,0.03150596999933949,0.024527397998698054,0.007349634944535776,0.007011883090221392,0.04799339909409163,0.03675029725916161,0.09996000357276166,0.03375364063478459,0.0507580792033644,0.03844678997254914,0.0047264613383869855,0.0044938954139804735,0.06862018086604701,0.05689036594501143,0.1869439529436201,0.08499779950181979,0.07414669623221375,0.06097515383153146,VEG19_20190808_160000.wav
4.0,8.0,2500.0,5500.0,0,53,187,117,374,0.12941013452275862,0.15563535837226886,0.10098413343966238,0.12187556201923443,0.08255621928712872,0.09108640971994789,0.10110398774127212,0.1206169664422307,0.05562965584772223,0.06195493621591086,0.050571283040918194,0.05200460688231887,0.0493124436918792,0.050858946100686614,0.049006255868955975,0.05246182357535593,0.025230659196768722,0.028974593999389026,0.027593752990820387,0.02732467347284592,0.04161086471948715,0.03164060453539063,0.02856300483332181,0.026371934513835064,0.009047148260318858,0.010430676837652126,0.029452001741819066,0.022806990256736617,0.055499240976042884,0.03379191323129814,0.032094966547839526,0.02496561682611151,0.005628493776354103,0.006039795465252744,0.047752234649743444,0.036369870229804584,0.10130272032181323,0.04610483812475306,0.05274778198901646,0.03984821775991264,0.003882017840455985,0.001891670197755866,0.06989741807523998,0.05766281835207527,0.18939961399387284,0.1001429578388728,0.07743028596603672,0.06344935997897408,VEG19_20190808_160000.wav
8.0,12.0,2500.0,5500.0,0,53,374,117,562,0.1265870117435689,0.14933361206658555,0.10303440236262844,0.12234024674783207,0.08498467945404994,0.09196532491523025,0.10200379977846873,0.12172396790603392,0.05410127890987094,0.06322552158196748,0.05255078323498937,0.05475727461953087,0.05246219699102898,0.050993022079003025,0.05254292522760324,0.05453528219527768,0.02210564263962421,0.024322609849972157,0.028763011980212305,0.027941941937086014,0.053686038815939946,0.03730317691082578,0.0338163114944887,0.030540349312799003,0.012489025733043144,0.01295718536038616,0.030788887640498523,0.024413092177856047,0.07629431194143149,0.05355414558289459,0.033060179081140416,0.026508285688090605,0.005180114562409948,0.007285543897228137,0.047676811100408056,0.03637325705139199,0.11003467354013047,0.07253805872735686,0.05026528352615425,0.03822438274582775,0.0031272848422391124,0.002170710970382992,0.0687309408342492,0.05703885351898519,0.1920323156755599,0.12308553210477179,0.07418344115554137,0.06099663540562193,VEG19_20190808_160000.wav
12.0,16.0,2500.0,5500.0,0,53,562,117,750,0.1308829138994992,0.15738716438820002,0.10312678473144331,0.12292435666496299,0.0871007649983403,0.09408350493984816,0.10307118542580725,0.12304616366633063,0.055414017532082506,0.0644819735638039,0.05379907690742614,0.05693569163875187,0.05822785625961626,0.05542912310329307,0.05273856559133299,0.05557253401202275,0.024731159246961083,0.026566300877297333,0.028930567861266174,0.02901320866059387,0.06496636170829685,0.04497922591155981,0.03094671604485538,0.029684204320467557,0.014832921126686353,0.016500805580887092,0.029630376547834784,0.024234293827826613,0.08486773798131664,0.06091967034968514,0.031235151345972757,0.02511221641289993,0.006802341004107177,0.0070392918903716154,0.04709159715730621,0.035800281500394465,0.11272923316197973,0.07315513836600288,0.048316325902444925,0.03692415066696068,0.004471007670823613,0.00428606594393023,0.06991615692435148,0.05762820363040158,0.1939485047101176,0.13267764195045328,0.07139886486056819,0.05871193601767924,VEG19_20190808_160000.wav
16.0,20.0,2500.0,5500.0,0,53,750,117,937,0.13020609271009798,0.15715955958521038,0.10130076390192984,0.11994937258027767,0.08666086995692951,0.09207182504576995,0.10050284354556867,0.12165458108037631,0.05660878109660819,0.06502199439961966,0.05194796652512471,0.05523086746159548,0.06067147706367098,0.05774389734696213,0.050302823539524706,0.0541690253580694,0.026706049143137667,0.02720615774452668,0.03315364451602725,0.03065002802363936,0.0688979098451368,0.04877095347518224,0.03173748757250373,0.029331631078544057,0.01699546888959288,0.0168102413535548,0.030657180973799342,0.026161050947566288,0.09412708999582718,0.06861595579781754,0.030324218595301232,0.0256433479996509,0.007440247957579649,0.008803268900911109,0.04732696302864861,0.035857828171260424,0.11518234981311881,0.07929915869436097,0.047937776722661085,0.03635004632711902,0.005800559747207345,0.004914563039633572,0.06961853936427562,0.05743058961753999,0.19275084043477728,0.129698282333841,0.0716583692204228,0.05868656775345607,VEG19_20190808_160000.wav
20.0,24.0,2500.0,5500.0,0,53,937,117,1124,0.13192032825776584,0.15664444565507574,0.09881965575775592,0.11800684537406768,0.08801789609585092,0.09324863988702234,0.10060020367279893,0.1189242203417009,0.060905831403658545,0.0716404889010775,0.05380617454502642,0.05747257464692273,0.060298086213600055,0.058864636309855514,0.05443226537346985,0.05803293960742294,0.025937710329296607,0.028022609319211925,0.029538748524708867,0.02904348788587713,0.06304766503833933,0.043893790472221896,0.031912172928303235,0.030509238083265233,0.014732292585081736,0.015219713231631703,0.031069284997771434,0.024849504163320865,0.08955136280755642,0.05983152958457576,0.03178534906966667,0.025951003566235826,0.008559216693163485,0.007625195351691123,0.04731107178461546,0.03613778231272501,0.11262066750232083,0.07375408747936049,0.04876755888923031,0.03683190388597511,0.007302995304077969,0.006963706933001498,0.07035095478521736,0.05755989683076888,0.19238085660562124,0.1280939152750396,0.07225718672465117,0.05908359320022548,VEG19_20190808_160000.wav
24.0,28.0,2500.0,5500.0,0,53,1124,117,1312,0.13191119374240504,0.15796824028888665,0.10381449861287843,0.1231031258253574,0.08869559714506157,0.09404848075223225,0.1035636811204426,0.1227282933921797,0.0629974308634926,0.07174363686663587,0.056340625797546486,0.061186228720880316,0.0626403350644407,0.05813540373955331,0.05610262135500637,0.062366509453568975,0.0282388466388366,0.03149195921650462,0.03382801392279125,0.03247600689308476,0.07108969761258097,0.04697722406343094,0.033424825374065416,0.0316330725288228,0.01655474916353406,0.017747468977210967,0.03150664771128316,0.027999580023231944,0.09820274273483107,0.06761216481883821,0.03470290676603256,0.028729328350578547,0.0070314478768499266,0.006980159032749562,0.044563752725830456,0.03455580131092258,0.1338839749466814,0.08629810485447706,0.050257201829625064,0.03838203063167881,0.004307926977078746,0.004140887299130412,0.06482250977411048,0.05383884632561571,0.2044287337383733,0.14787188884963162,0.07514681784622916,0.06134144318216632,VEG19_20190808_160000.wav
28.0,32.0,2500.0,5500.0,0,53,1312,117,1499,0.12957986305092603,0.15553124402866766,0.10377521361038837,0.12105944752286933,0.09092632604782609,0.09651436131785508,0.10135968570221603,0.12153943735351315,0.0659661669482888,0.07719046791583994,0.05859190487515286,0.06481213230495811,0.06648927279919714,0.06077829066144985,0.05803178958032834,0.06361035928345811,0.02697721719621576,0.02840879965768019,0.0333367203392037,0.032675026389023094,0.07951147395436015,0.052796763731635485,0.03780362189004644,0.034177617595740124,0.0153888479961558,0.01656954086182945,0.03360100237332154,0.028681522241047582,0.11472019805336214,0.07973011849584996,0.03389315963883588,0.029364581757437447,0.008604164613934403,0.00973756279011752,0.04632928925934354,0.03562564521585862,0.14920041611817572,0.09222583657689559,0.04644048769675671,0.035753994337326525,0.005409758975869054,0.0041834497221483555,0.06951338440854561,0.05675611372299383,0.21035542968953375,0.14974142099195448,0.07068691000527133,0.05722026873670839,VEG19_20190808_160000.wav
32.0,36.0,2500.0,5500.0,0,53,1499,117,1687,0.13387632795638035,0.1592776909290553,0.10418911377854517,0.12149624429707849,0.08799905759586225,0.09586531478376432,0.10573639568959416,0.12399076695159975,0.06414949211053896,0.07655928229823725,0.05627493307241887,0.06283900902972607,0.06546646392920942,0.05845609424981119,0.05645484783849408,0.06189953514765339,0.023555194988796546,0.02558618011683467,0.03665494337266262,0.03344849554122033,0.07920074897832724,0.05328503327320689,0.038391589565652806,0.03562521842666398,0.0154998002551835,0.015611914263189116,0.034974249349278924,0.03087234576856495,0.11631934564670414,0.07973723666531744,0.03560699142841564,0.03115875457370088,0.011233285419363486,0.01042400712106968,0.046491688431905084,0.0360248965630285,0.14807540950394554,0.08709626813550224,0.04708025778646899,0.035940636992584915,0.007910522708023686,0.008202974264692693,0.06900204504893513,0.0559901989724385,0.21223698049469508,0.15098226294327619,0.07332315184685063,0.05836105959947694,VEG19_20190808_160000.wav
36.0,40.0,2500.0,5500.0,1.0,53,1687,117,1874,0.13283367071105717,0.15946507628391052,0.10394538762869562,0.12239759425508834,0.08921129704575755,0.09495935506304867,0.10646731796821447,0.12377475672617057,0.06746401400889904,0.07280776154447641,0.0542720695059721,0.059326359461189616,0.06689544166856094,0.05964251503614258,0.05803108444918542,0.06132618453222106,0.035434009017602415,0.03856344023873413,0.036424643295168056,0.034254375698333124,0.08793598763084312,0.056517862676031705,0.038349000824887576,0.03589914622918603,0.01856750339123187,0.020582844858283107,0.03609802025050423,0.029863911137165952,0.13526983288358077,0.09699538487222346,0.03722430543470782,0.032305106009898124,0.009361417611429581,0.008848999755562127,0.04868253117981747,0.03950066433248546,0.15149512445214153,0.08315632166497737,0.04922001684729829,0.038313718123944546,0.007406511227406506,0.007535876820747326,0.07004786963128937,0.05661425258111644,0.2277552663907241,0.16920639406318216,0.07379720100910868,0.05921823700273535,VEG19_20190808_160000.wav
